Answer,Person,Specific Type,General Type
phenolphthalein,0,,
henri_bergson,1,Philosopher,
jonathan_swift,1,Novelist,
symphony_no._4_(mahler),0,,
osmium,0,,
atlantic_charter,0,,
boltzmann_constant,0,,
il_trovatore,0,,
mount_shasta,0,,
benedict_arnold,1,Military Commander,"military,military commander"
glaucoma,0,,
western_sahara,0,,
lambda_calculus,0,,
gujarat,0,,
popol_vuh,0,,
umberto_eco,1,Novelist,
mitosis,0,,
herbert_hoover,1,US President,"government,us president"
laws_of_thermodynamics,0,,
madagascar,0,,
gamal_abdel_nasser,1,Military Commander,"military,military commander"
j._m._w._turner,1,Painting Artist,
capacitance,0,,
john_steinbeck,1,Novelist,
albumin,0,,
vienna,0,,
ferdinand_de_saussure,1,Author,"book,author"
beriberi,0,,
potassium,0,,
thomas_pynchon,1,Novelist,
santeria,1,Musical Artist,"music,artist"
passover_seder,0,,
matthew_arnold,1,Author,"book,author"
price_equation,0,,
penguin,0,,
francium,0,,
point_reyes,0,,
lennard-jones_potential,0,,
guyana,0,,
plotinus,1,Philosopher,
trobriand_islands,0,,
peter_grimes,0,,
rna_polymerase,0,,
richard_rogers,1,Architect,"architecture,architect"
epstein-barr_virus,0,,
alfred_l._kroeber,1,Anthropologist,
econometrics,0,,
rosencrantz_and_guildenstern_are_dead,0,,
aaa_proteins,0,,
battle_of_the_bulge,0,,
queequeg,0,,
medina,1,Rhythm and blues Artist,
silas_marner,0,,
fluorescence,0,,
guru_nanak,1,Founding Figure,"religion,founding figure"
thomas_nagel,1,Philosopher,
thomas_robert_malthus,1,Economist,
bonus_army,0,,
zebulon_pike,1,Explorer,
karma,0,,
the_protestant_ethic_and_the_spirit_of_capitalism,0,,
the_red_badge_of_courage,0,,
un_chien_andalou,0,,
lysosome,0,,
book_of_jeremiah,0,,
torii,0,,
kurtosis,0,,
shanghai,0,,
theo_van_doesburg,1,Painting Artist,
hinduism,0,,
battle_of_ayacucho,0,,
athanasius_of_alexandria,1,Religious Leader,"religion,religious leader"
surfactant,0,,
augustus_saint-gaudens,1,Sculpture Artist,
death_in_venice,0,,
glutamic_acid,0,,
systemic_lupus_erythematosus,0,,
artery,0,,
gnosticism,0,,
dover_beach,0,,
materialism,0,,
kaddish,0,,
death_and_the_maiden_(film),0,,
christian_science,0,,
euphrates,0,,
the_anatomy_lesson_of_dr._nicolaes_tulp,0,,
ellesmere_island,0,,
geography_of_bulgaria,0,,
acid,0,,
robie_house,0,,
david_bohm,1,Physicist,
carthage,0,,
angular_momentum,0,,
somatostatin,0,,
paul_dukas,1,Composer,"music,composer"
pyruvic_acid,0,,
kangaroo,0,,
myosin,0,,
main_(river),0,,
mily_balakirev,1,Composer,"music,composer"
ukraine,0,,
aardvark,0,,
cistercians,0,,
she_stoops_to_conquer,0,,
el_amor_brujo,0,,
doxology,0,,
volt,0,,
sinclair_lewis,1,Novelist,
evelyn_waugh,1,Novelist,
battle_of_culloden,0,,
pentecost,0,,
creon,0,,
psoriasis,0,,
j._j._thomson,0,,
penis,0,,
petrarch,1,Poet,
the_mikado,0,,
madame_bovary,0,,
alcohol_dehydrogenase,0,,
rio_de_janeiro,0,,
pleiades_(greek_mythology),0,,
marginal_utility,0,,
elegy_written_in_a_country_churchyard,0,,
apollo_11,0,,
mycenae,0,,
quantum_hall_effect,0,,
triptychs_by_francis_bacon,0,,
carl_ditters_von_dittersdorf,1,Composer,"music,composer"
arles,0,,
nestorianism,0,,
hagia_sophia,0,,
epistasis,0,,
carmina_burana_(orff),0,,
jay_treaty,0,,
nabucco,0,,
clovis_culture,0,,
cno_cycle,0,,
uranus_(mythology),0,,
menno_simons,1,Priest,
balder_(comics),0,,
eritrea,0,,
mark_rothko,1,Painting Artist,
manganese,0,,
robert_browning,1,Dramatist,
doping_(semiconductor),0,,
muzafer_sherif,1,Psychologist,
camillo_golgi,1,Academic,"education,academic"
thornton_wilder,1,Novelist,
penning_trap,0,,
linguistics,0,,
western_australia,0,,
jean-philippe_rameau,1,Composer,"music,composer"
turban,0,,
hopi_language,0,,
agnes_de_mille,1,Ballerina,
james_tobin,1,Economist,
interstellar_medium,0,,
louis_antoine_de_bougainville,1,Military Person,"military,military person"
graviton,0,,
antonio_salieri,1,Composer,"music,composer"
either/or,0,,
battle_of_leyte_gulf,0,,
lepton,0,,
mjolnir_(comics),0,,
anterograde_amnesia,0,,
multiple_realizability,0,,
myelin,0,,
phloem,0,,
four_saints_in_three_acts,0,,
oliver_heaviside,1,Physicist,
khmer_empire,0,,
phenylketonuria,0,,
lutheranism,0,,
teapot_dome_scandal,0,,
chinua_achebe,1,Novelist,
asclepius,0,,
lorraine_hansberry,1,Dramatist,
weak_gravitational_lensing,0,,
horace,0,,
winter_palace,0,,
kurt_lewin,1,Psychologist,
novum_organum,0,,
doomsday_(comics),0,,
photorespiration,0,,
brave_new_world,0,,
tokamak,0,,
ignaz_semmelweis,1,Physician,"medicine,physician"
edmund_husserl,1,Philosopher,
albert_bandura,1,Psychologist,
graves'_disease,0,,
a_passage_to_india,0,,
nicolaus_copernicus,1,Mathematician,
zipacna,0,,
warren_g._harding,1,US President,"government,us president"
australopithecus_afarensis,0,,
prayer_for_the_dead,0,,
transistor,0,,
transubstantiation,0,,
battle_of_plassey,0,,
jane_austen,1,Novelist,
bismuth,0,,
william_labov,1,Professor,
florida_keys,0,,
thixotropy,0,,
dynamo,1,Magician,
gaius_marius,1,Politician,"government,politician"
paul_klee,1,Painting Artist,
gao_xingjian,1,Novelist,
cassiopeia_(constellation),0,,
jean_baudrillard,1,Philosopher,
holy_trinity_(masaccio),0,,
thomism,0,,
john_t._scopes,1,Teacher,
x-ray_computed_tomography,0,,
eskimo_words_for_snow,0,,
bone_morphogenetic_protein_4,0,,
dmitri_shostakovich,1,20th century classical Artist,
the_prince,0,,
on_the_road,0,,
neutrophil_granulocyte,0,,
epic_of_gilgamesh,0,,
nucleotide,0,,
heart_of_darkness,0,,
monopolistic_competition,0,,
welfare_economics,0,,
leonids,0,,
war_requiem,0,,
white_dwarf,0,,
george_gershwin,1,Composer,"music,composer"
billy_budd,1,Film cinematographer,"film,cinematographer"
paul_tillich,1,Philosopher,
the_little_foxes,0,,
senegal,0,,
the_crying_of_lot_49,0,,
book_of_esther,0,,
pastoral,0,,
lake_superior,0,,
hyman_minsky,1,Economist,
sacramento_river,0,,
karl_marx,1,Philosopher,
helios,0,,
bryozoa,0,,
clever_hans,0,,
amartya_sen,1,Organization leader,"business,board member"
yuan_dynasty,0,,
precession,0,,
st._peter's_basilica,0,,
leviathan,0,,
noble_eightfold_path,0,,
enlil,0,,
blastula,0,,
eusociality,0,,
aleutian_islands,0,,
thomas_paine,1,Author,"book,author"
bacteriophage,0,,
work_(thermodynamics),0,,
degenerate_art,0,,
ignatius_of_antioch,1,Deceased Person,"people,deceased person"
music_of_pyotr_ilyich_tchaikovsky,0,,
acne_vulgaris,0,,
sickle-cell_disease,0,,
nuclear_transport,0,,
whale_shark,0,,
arches_national_park,0,,
glacier_national_park_(u.s.),0,,
gian_lorenzo_bernini,1,Painting Artist,
addison's_disease,0,,
coyote,0,,
mythologies_(book),0,,
byzantine_empire,0,,
antioxidant,0,,
gauge_theory,0,,
potassium_channel,0,,
francisco_franco,1,Politician,"government,politician"
phase_space,0,,
gross_national_happiness,0,,
klezmer,0,,
liverpool,0,,
nickel,0,,
william_james,1,Philosopher,
federated_states_of_micronesia,0,,
jocasta,0,,
egyptian_hieroglyphs,0,,
bipolar_disorder,0,,
vanilla,0,,
zagros_mountains,0,,
quietism_(christian_philosophy),0,,
mannerheim_line,0,,
creusa,1,Person,"people,person"
konrad_adenauer,1,Politician,"government,politician"
tartuffe_(mechem),0,,
alfred_marshall,1,Economist,
triangle_shirtwaist_factory_fire,0,,
ribosome,0,,
peloponnese,0,,
buddhism,0,,
guru_arjan,1,Founding Figure,"religion,founding figure"
samson,1,Art Subject,"visual art,art subject"
hyksos,0,,
parthenon,0,,
shavuot,0,,
gluconeogenesis,0,,
lernaean_hydra,0,,
north_sea,0,,
james_clark_ross,1,Explorer,
john_rawls,1,Philosopher,
mannich_reaction,0,,
carbon_nanotube,0,,
irving_fisher,1,Economist,
platt_amendment,0,,
timbre,1,Harpist,
"ducal_palace,_mantua",0,,
perseus,0,,
power_(physics),0,,
germanium,0,,
shikoku,0,,
alfred_north_whitehead,1,Philosopher,
fresnel_diffraction,0,,
isaiah_berlin,1,Philosopher,
heart_sutra,0,,
sanskrit,0,,
nation_of_islam,0,,
ashurbanipal,1,Author,"book,author"
samuel_taylor_coleridge,1,Philosopher,
alexander_graham_bell,1,Physicist,
rajasthan,0,,
umbilical_cord,0,,
erich_fromm,1,Philosopher,
miami,0,,
amur_river,0,,
giovanni_boccaccio,1,Writer,
a_farewell_to_arms,0,,
battle_of_austerlitz,0,,
"va,_pensiero",0,,
o_pioneers!,0,,
oneida_community,0,,
indole,0,,
leah,1,Person Or Being In Fiction,"fictional universe,person in fiction"
friedrich_nietzsche,1,Philosopher,
congress_of_vienna,0,,
tikal,0,,
testosterone,0,,
column,0,,
hammett_equation,0,,
corpus_christi_(feast),0,,
futurism,0,,
weakly_interacting_massive_particles,0,,
stereotype_threat,0,,
sadducees,0,,
christiaan_barnard,1,Surgeon,"medicine,surgeon"
sui_dynasty,0,,
point_mutation,0,,
speciation,0,,
amylase,0,,
arthur_evans,1,Archaeologist,
nazca_culture,0,,
winterreise,0,,
munster,0,,
lysistrata,0,,
geography_of_oman,0,,
sylvia_plath,1,Novelist,
scylla,1,Musical Artist,"music,artist"
jack_london,1,Novelist,
frantz_fanon,1,Philosopher,
rickets,0,,
coxey's_army,0,,
essenes,0,,
giorgio_vasari,1,Painting Artist,
carbohydrate,0,,
rankine_cycle,0,,
wavelength,0,,
cmos,0,,
lobotomy,0,,
common_law,0,,
parthenogenesis,0,,
lent,0,,
"pantheon,_rome",0,,
maginot_line,0,,
anselm_kiefer,1,Painting Artist,
geography_of_kyrgyzstan,0,,
piltdown_man,0,,
talmud,0,,
global_cooling,0,,
necrosis,0,,
riboflavin,0,,
mutation_rate,0,,
darwin's_finches,0,,
xenon,0,,
robert_walpole,1,Statesman,
